insertion cmp;insertion swp;merge cmp;merge swp;quick cmp;quick swp;dual pivot cmp;dual pivot swp;hybrid cmp;hybrid swp;
435899;218414;35360;18412;25847;9640;6862;6948;24539;9150;
436884;218907;35424;18434;26377;9887;6537;6869;24327;9344;
432211;216571;35448;18456;25443;8943;6822;7269;24801;9064;
434721;217826;35485;18478;25353;9365;6783;7216;24832;9851;
433486;217209;35538;18500;26194;9603;6795;7182;24049;9292;
433547;217240;35572;18522;25577;9011;6837;7167;24762;9242;
442307;221621;35609;18544;25828;9677;6791;7220;24686;9133;
443210;222073;35659;18566;25634;9355;6822;7315;24483;9301;
445085;223011;35693;18588;26219;9836;7123;7426;24382;9522;
441654;221296;35736;18610;25804;9491;6717;7558;24871;9324;
438141;219540;35798;18632;26530;9259;7177;7478;24824;9501;
447821;224380;35828;18654;25559;9302;7062;7335;24277;9727;
443632;222286;35887;18676;27133;9810;6637;6958;25470;9909;
442989;221965;35932;18698;26332;9958;6990;7279;23688;9050;
446345;223644;35964;18720;27173;9721;6698;7110;25060;9919;
444352;222648;36012;18742;26663;9626;6690;7138;24223;9615;
450919;225932;36021;18764;26663;9872;7112;7226;24798;9427;
451462;226204;36095;18786;26400;9500;6783;7412;24724;9281;
452178;226562;36139;18808;27310;10047;7049;7424;25299;9133;
450700;225824;36171;18830;27016;10130;6963;7646;25976;10233;
441814;221381;36205;18852;26750;9792;7020;7591;25365;9796;
451203;226076;36253;18874;26404;9448;6829;7387;25008;9715;
455608;228279;36280;18896;25901;9874;6894;7350;25253;9448;
456034;228493;36351;18918;26843;10242;6548;7042;24879;9519;
451898;226425;36389;18940;27331;10214;7127;7739;24806;9607;
454142;227548;36416;18962;27534;9716;6794;7484;25652;9873;
457499;229227;36466;18984;26549;9339;7416;7844;24697;9378;
456838;228897;36513;19006;26893;9885;6854;7384;24788;9399;
458260;229608;36567;19028;26728;9778;7058;7627;23902;8971;
464648;232803;36597;19050;26896;10029;6787;7537;24201;9506;
464707;232833;36648;19072;26612;9714;7153;7290;25203;9936;
460993;230976;36674;19094;28440;10443;7026;7485;25867;9749;
461397;231179;36743;19116;26747;9614;6926;7497;24189;9257;
456969;228965;36790;19138;26546;9789;6866;7382;23758;8876;
465541;233252;36819;19160;26575;9682;6937;7429;24952;9437;
468914;234939;36852;19182;26216;9268;6705;7180;25089;9261;
466491;233728;36910;19204;27379;9913;7117;7399;25561;10120;
472050;236508;36956;19226;27026;9914;7752;7734;25724;9564;
467374;234170;36971;19248;27089;9502;7280;7700;25165;9716;
472463;236715;37026;19270;27254;9604;7174;7705;25350;9429;
473237;237103;37059;19292;27455;10261;7101;7518;25591;10420;
470040;235505;37141;19314;27511;10130;7358;7647;25407;9776;
476805;238888;37179;19336;27679;9930;7015;7432;26188;9872;
472737;236854;37198;19358;27319;9849;7214;7804;24739;9416;
473436;237204;37249;19380;27075;9871;7010;7726;25366;9727;
473015;236994;37293;19402;28075;9964;7355;7702;24663;9613;
474436;237705;37336;19424;27105;10094;7072;7805;26793;10266;
474106;237541;37380;19446;27474;10332;7242;7781;25421;9841;
480296;240636;37420;19468;28770;10524;7329;7871;25342;9865;
482947;241962;37481;19490;27202;9639;7003;7449;24960;9708;
485490;243234;37487;19512;27520;9887;7350;7696;25634;9832;
483938;242459;37544;19534;27306;9667;7282;7677;25971;9662;
483831;242406;37606;19556;28222;10205;7086;7560;26111;10050;
486890;243936;37632;19578;28012;10039;7217;7917;25416;9980;
489712;245347;37665;19600;27350;9839;7111;7773;26755;10775;
487581;244282;37721;19622;28022;10350;7311;8097;25631;9879;
485541;243263;37757;19644;28492;10337;6884;7446;26227;10665;
489403;245194;37813;19666;28868;10198;7381;7996;25922;9675;
485037;243012;37855;19688;27063;10113;7771;8014;26230;10066;
491339;246163;37892;19710;29448;10703;7313;7827;25721;9372;
488057;244523;37938;19732;28102;10380;7295;7835;25441;9735;
490653;245821;37967;19754;27962;10305;7288;7766;25975;10085;
493985;247488;38011;19776;28295;10182;7346;7592;26815;10420;
491945;246468;38070;19798;27760;10072;7462;7644;25425;9864;
494969;247981;38100;19820;28630;10228;7581;7597;26342;9763;
492899;246946;38160;19842;27210;9609;7346;7771;26421;10175;
497191;249093;38205;19864;27915;10090;7176;7574;25747;9781;
493459;247227;38236;19886;27525;9805;7159;7533;26673;9901;
496649;248823;38264;19908;28158;10230;7469;8022;26897;10568;
499520;250259;38321;19930;28616;10568;6656;7422;25068;9299;
