insertion (cmp);insertion (swp);merge (cmp);merge (swp);quick (cmp);quick (swp);dual pivot (cmp);dual pivot (swp);hybrid (cmp);hybrid (swp);n;insertion (cmp/n);merge (cmp/n);quick (cmp/n);dual pivot (cmp/n);hybrid (cmp/n);insertion (swp/n);merge (swp/n);quick (swp/n);dual pivot (swp/n);hybrid (swp/n)
189411;95009;21695;11328;14435;5184;4430;4510;13579;5581;608;311,53125;35,68256579;23,74177632;7,286184211;9,179276316;156,2648026;18,63157895;8,526315789;7,417763158;9,179276316
188490;94549;21700;11350;16196;5320;3653;4276;13978;5653;609;309,5073892;35,63218391;26,59441708;5,998357964;9,282430213;155,2528736;18,63711002;8,735632184;7,02134647;9,282430213
183239;91924;21715;11372;17633;7348;3374;3978;18296;7501;610;300,3918033;35,59836066;28,90655738;5,531147541;12,29672131;150,695082;18,64262295;12,04590164;6,521311475;12,29672131
180428;90519;21820;11394;15499;5038;4668;5088;13489;5209;611;295,299509;35,71194763;25,36661211;7,639934534;8,525368249;148,1489362;18,64811784;8,245499182;8,327332242;8,525368249
189139;94875;21897;11416;16609;5818;4414;4774;14660;5592;612;309,0506536;35,77941176;27,13888889;7,212418301;9,137254902;155,0245098;18,65359477;9,506535948;7,800653595;9,137254902
182878;91745;21926;11438;16140;6472;4086;4942;13734;5008;613;298,3327896;35,76835237;26,32952692;6,665579119;8,169657423;149,6655791;18,65905383;10,55791191;8,061990212;8,169657423
192895;96754;21899;11460;15725;6304;4806;4618;15433;6491;614;314,1612378;35,66612378;25,61074919;7,827361564;10,57166124;157,5798046;18,66449511;10,26710098;7,521172638;10,57166124
196396;98505;21998;11482;15511;5490;3818;4466;14104;5729;615;319,3430894;35,76910569;25,22113821;6,208130081;9,315447154;160,1707317;18,6699187;8,926829268;7,261788618;9,315447154
185967;93291;21947;11504;15694;5960;4446;4828;13776;4948;616;301,8944805;35,62824675;25,47727273;7,217532468;8,032467532;151,4464286;18,67532468;9,675324675;7,837662338;8,032467532
189844;95230;22020;11526;16320;4476;3942;3938;14482;4753;617;307,6888169;35,68881686;26,45056726;6,38897893;7,703403566;154,3435981;18,68071313;7,25445705;6,382495948;7,703403566
191553;96085;22089;11548;15222;5406;4400;5070;14684;5479;618;309,9563107;35,74271845;24,63106796;7,1197411;8,865695793;155,4773463;18,68608414;8,747572816;8,203883495;8,865695793
199464;100041;22114;11570;15953;5238;3882;4384;15449;6821;619;322,2358643;35,72536349;25,77221325;6,271405493;11,01938611;161,6171244;18,6914378;8,462035541;7,082390953;11,01938611
198355;99487;22159;11592;15094;5454;4071;4196;15696;5294;620;319,9274194;35,74032258;24,34516129;6,566129032;8,538709677;160,4629032;18,69677419;8,796774194;6,767741935;8,538709677
194772;97696;22242;11614;17511;7578;4260;4766;16599;6801;621;313,6425121;35,81642512;28,19806763;6,859903382;10,95169082;157,3204509;18,7020934;12,20289855;7,674718196;10,95169082
194757;97689;22211;11636;16085;5566;3510;3994;15166;5376;622;313,1141479;35,70900322;25,86012862;5,643086817;8,643086817;157,0562701;18,7073955;8,948553055;6,421221865;8,643086817
196474;98548;22318;11658;16764;6066;4237;4372;14741;5135;623;315,3675762;35,82343499;26,90850722;6,800963082;8,242375602;158,1829856;18,71268058;9,736757624;7,017656501;8,242375602
198361;99492;22345;11680;16092;5456;3980;4518;14191;4770;624;317,8862179;35,80929487;25,78846154;6,378205128;7,644230769;159,4423077;18,71794872;8,743589744;7,240384615;7,644230769
199724;100174;22372;11702;16578;6612;4155;4392;14458;5231;625;319,5584;35,7952;26,5248;6,648;8,3696;160,2784;18,7232;10,5792;7,0272;8,3696
199005;99815;22425;11724;15474;5374;4340;4704;15457;6622;626;317,899361;35,82268371;24,71884984;6,932907348;10,57827476;159,4488818;18,7284345;8,584664537;7,514376997;10,57827476
190452;95539;22456;11746;16135;5486;4380;5132;15248;6132;627;303,7511962;35,81499203;25,73365231;6,985645933;9,779904306;152,3748006;18,73365231;8,749601276;8,185007974;9,779904306
195829;98228;22523;11768;15575;5502;3779;4338;14632;5547;628;311,8296178;35,86464968;24,80095541;6,017515924;8,832802548;156,4140127;18,7388535;8,761146497;6,907643312;8,832802548
192782;96705;22584;11790;16965;6488;3711;4150;13784;4926;629;306,4896661;35,90461049;26,97138315;5,899841017;7,831478537;153,7440382;18,74403816;10,31478537;6,597774245;7,831478537
202563;101596;22589;11812;15051;5356;3854;4172;14904;5870;630;321,5285714;35,85555556;23,89047619;6,117460317;9,317460317;161,2634921;18,74920635;8,501587302;6,622222222;9,317460317
197056;98843;22616;11834;16432;5846;4197;4410;16159;6459;631;312,2916006;35,84152139;26,04120444;6,651347068;10,23613312;156,6450079;18,75435816;9,264659271;6,988906498;10,23613312
195071;97851;22649;11856;17151;5548;3937;4516;15158;6116;632;308,6566456;35,83702532;27,13765823;6,22943038;9,67721519;154,8275316;18,75949367;8,778481013;7,14556962;9,67721519
202146;101389;22768;11878;18364;7526;4732;4842;16725;6270;633;319,3459716;35,96840442;29,01105845;7,475513428;9,90521327;160,1721959;18,76461295;11,88941548;7,6492891;9,90521327
195457;98045;22757;11900;18353;6704;5220;5172;13797;5093;634;308,2917981;35,89432177;28,94794953;8,233438486;8,033123028;154,6451104;18,76971609;10,57413249;8,157728707;8,033123028
200632;100633;22812;11922;16752;5928;4195;4182;15049;6519;635;315,9559055;35,92440945;26,38110236;6,606299213;10,26614173;158,4771654;18,77480315;9,335433071;6,585826772;10,26614173
201865;101250;22853;11944;18228;7410;4218;4792;15014;6170;636;317,3977987;35,93238994;28,66037736;6,632075472;9,701257862;159,1981132;18,77987421;11,6509434;7,534591195;9,701257862
206556;103596;22866;11966;19074;7720;4508;4378;16444;7094;637;324,2637363;35,89638932;29,94348509;7,076923077;11,13657771;162,6310832;18,78492936;12,11930926;6,872841444;11,13657771
202459;101548;22899;11988;15443;5248;4137;4606;15133;5612;638;317,3338558;35,89184953;24,20532915;6,484326019;8,796238245;159,1661442;18,78996865;8,225705329;7,219435737;8,796238245
193856;97247;22958;12010;18807;7664;4428;4784;14043;5911;639;303,3740219;35,92801252;29,43192488;6,929577465;9,250391236;152,1862285;18,79499218;11,99374022;7,486697966;9,250391236
204665;102652;23037;12032;16719;5850;5206;5322;15875;6321;640;319,7890625;35,9953125;26,1234375;8,134375;9,8765625;160,39375;18,8;9,140625;8,315625;9,8765625
210186;105413;23108;12054;16582;6480;3682;4178;14538;5672;641;327,9032761;36,049922;25,86895476;5,744149766;8,848673947;164,450858;18,8049922;10,10920437;6,517940718;8,848673947
208589;104615;23095;12076;15452;5616;3941;4572;14401;5854;642;324,9049844;35,97352025;24,06853583;6,138629283;9,118380062;162,9517134;18,80996885;8,747663551;7,121495327;9,118380062
201956;101299;23088;12098;16931;6058;3785;4412;14098;5224;643;314,0839813;35,9066874;26,33125972;5,886469673;8,124416796;157,5412131;18,81493002;9,421461897;6,861586314;8,124416796
207251;103947;23197;12120;17568;5172;3655;4332;14576;5269;644;321,818323;36,02018634;27,27950311;5,675465839;8,181677019;161,4083851;18,81987578;8,031055901;6,726708075;8,181677019
204652;102648;23222;12142;15655;5602;3168;4038;14601;5708;645;317,2899225;36,00310078;24,27131783;4,911627907;8,849612403;159,144186;18,8248062;8,685271318;6,260465116;8,849612403
206533;103589;23333;12164;15724;6282;4698;5094;14638;4825;646;319,7105263;36,11919505;24,34055728;7,27244582;7,469040248;160,3544892;18,82972136;9,724458204;7,885448916;7,469040248
204722;102684;23298;12186;16149;5636;4145;4326;15091;5816;647;316,4173107;36,00927357;24,95981453;6,406491499;8,989180835;158,7078825;18,83462133;8,710973725;6,686244204;8,989180835
206519;103583;23363;12208;16740;5356;4660;5234;16683;6479;648;318,7021605;36,05401235;25,83333333;7,191358025;9,99845679;159,8503086;18,83950617;8,265432099;8,077160494;9,99845679
209638;105143;23398;12230;17060;6504;4228;4704;16573;6199;649;323,0169492;36,05238829;26,28659476;6,514637904;9,551617874;162,0077042;18,84437596;10,02157165;7,24807396;9,551617874
210479;105564;23411;12252;16869;6204;3986;4260;15969;6258;650;323,8138462;36,01692308;25,95230769;6,132307692;9,627692308;162,4061538;18,84923077;9,544615385;6,553846154;9,627692308
206748;103699;23496;12274;16215;5132;3757;4202;15565;6303;651;317,5852535;36,0921659;24,9078341;5,771121352;9,68202765;159,2918587;18,85407066;7,883256528;6,4546851;9,68202765
202007;101329;23483;12296;17788;6440;4524;4764;15124;5011;652;309,8266871;36,01687117;27,28220859;6,938650307;7,685582822;155,4125767;18,85889571;9,877300613;7,306748466;7,685582822
209130;104891;23548;12318;16243;5922;4908;5196;14686;5075;653;320,2603369;36,06125574;24,87442573;7,516079632;7,771822358;160,6294028;18,86370597;9,068912711;7,95712098;7,771822358
208743;104698;23597;12340;17915;7272;4846;4444;15518;5787;654;319,1788991;36,08103976;27,39296636;7,409785933;8,848623853;160,088685;18,86850153;11,11926606;6,795107034;8,848623853
212316;106485;23678;12362;17228;7090;4271;4576;16165;6498;655;324,1465649;36,14961832;26,30229008;6,520610687;9,920610687;162,5725191;18,87328244;10,82442748;6,986259542;9,920610687
209559;105107;23677;12384;18623;6184;4792;5264;18692;6821;656;319,4496951;36,0929878;28,38871951;7,304878049;10,39786585;160,2240854;18,87804878;9,426829268;8,024390244;10,39786585
215784;108220;23754;12406;16157;5546;4127;4422;14220;5670;657;328,4383562;36,15525114;24,59208524;6,281582953;8,630136986;164,718417;18,88280061;8,441400304;6,730593607;8,630136986
219399;110028;23755;12428;16751;5724;3675;4414;15336;6213;658;333,4331307;36,10182371;25,45744681;5,585106383;9,44224924;167,2158055;18,88753799;8,699088146;6,708206687;9,44224924
214602;107630;23882;12450;17363;6182;4697;4800;14105;5122;659;325,6479514;36,23975721;26,34749621;7,127465857;7,772382398;163,323217;18,892261;9,380880121;7,283763278;7,772382398
219317;109988;23871;12472;16967;6112;4552;4432;17303;6125;660;332,2984848;36,16818182;25,70757576;6,896969697;9,28030303;166,6484848;18,8969697;9,260606061;6,715151515;9,28030303
218378;109519;23936;12494;17024;5458;4065;4262;16330;6696;661;330,3751891;36,2118003;25,75491679;6,149773071;10,1301059;165,6868381;18,90166415;8,257186082;6,447806354;10,1301059
220211;110436;23973;12516;17764;7010;4358;5050;16703;6484;662;332,6450151;36,21299094;26,83383686;6,583081571;9,794561934;166,8217523;18,90634441;10,58912387;7,628398792;9,794561934
216800;108731;24032;12538;15506;5906;4932;5454;15395;5338;663;326,9984917;36,24736048;23,38763198;7,438914027;8,051282051;163,9984917;18,91101056;8,907993967;8,226244344;8,051282051
228821;114742;24029;12560;17315;6102;4594;4844;16837;7466;664;344,6099398;36,18825301;26,07680723;6,918674699;11,2439759;172,8042169;18,91566265;9,189759036;7,295180723;11,2439759
211980;106322;24122;12582;17322;6434;4276;4740;15305;5495;665;318,7669173;36,27368421;26,0481203;6,430075188;8,263157895;159,8827068;18,92030075;9,67518797;7,127819549;8,263157895
228927;114796;24129;12604;16512;5214;5297;5198;16157;5720;666;343,7342342;36,22972973;24,79279279;7,953453453;8,588588589;172,3663664;18,92492492;7,828828829;7,804804805;8,588588589
223458;112062;24158;12626;18039;6160;4432;4452;16570;6554;667;335,0194903;36,21889055;27,04497751;6,644677661;9,826086957;168,0089955;18,92953523;9,235382309;6,674662669;9,826086957
212845;106756;24215;12648;17020;6448;5505;4230;18017;7733;668;318,6302395;36,25;25,47904192;8,241017964;11,57634731;159,8143713;18,93413174;9,652694611;6,332335329;11,57634731
223592;112130;24244;12670;17079;5810;4379;5046;16750;6135;669;334,2182362;36,23916293;25,52914798;6,545590433;9,170403587;167,6083707;18,9387145;8,684603886;7,542600897;9,170403587
216351;108510;24259;12692;16347;5326;4704;4674;16517;5085;670;322,9119403;36,20746269;24,39850746;7,020895522;7,589552239;161,9552239;18,94328358;7,949253731;6,976119403;7,589552239
225068;112869;24326;12714;17769;6928;4533;4838;15683;6352;671;335,4217586;36,2533532;26,48137109;6,755588674;9,466467958;168,2101341;18,94783905;10,32488823;7,210134128;9,466467958
223291;111981;24351;12736;16845;6704;4390;4436;16502;5846;672;332,2782738;36,23660714;25,06696429;6,532738095;8,699404762;166,6383929;18,95238095;9,976190476;6,601190476;8,699404762
225418;113045;24416;12758;17692;6632;4781;5066;14888;5143;673;334,9450223;36,27934621;26,28826152;7,104011887;7,641901932;167,9717682;18,95690936;9,854383358;7,527488856;7,641901932
232955;116814;24495;12780;18618;6920;4328;4772;18278;6923;674;345,6305638;36,34272997;27,6231454;6,421364985;10,27151335;173,3145401;18,96142433;10,26706231;7,080118694;10,27151335
227200;113937;24524;12802;16740;5872;4050;4442;16717;6308;675;336,5925926;36,33185185;24,8;6;9,345185185;168,7955556;18,96592593;8,699259259;6,580740741;9,345185185
229779;115227;24551;12824;17382;6532;4491;4720;15587;5794;676;339,9097633;36,31804734;25,71301775;6,643491124;8,571005917;170,454142;18,9704142;9,662721893;6,982248521;8,571005917
225432;113054;24592;12846;16889;6500;5113;4504;14732;5397;677;332,9867061;36,32496307;24,94682422;7,552437223;7,971935007;166,9926145;18,97488922;9,601181684;6,652880355;7,971935007
230949;115813;24559;12868;16873;5418;5752;6056;14950;5940;678;340,6327434;36,22271386;24,88643068;8,483775811;8,761061947;170,8156342;18,97935103;7,991150442;8,932153392;8,761061947
221850;111264;24654;12890;17746;6774;4740;4564;16150;6624;679;326,730486;36,30927835;26,13549337;6,980854197;9,755522828;163,8645066;18,98379971;9,976435935;6,721649485;9,755522828
231595;116137;24669;12912;17110;5342;4082;4526;15434;5644;680;340,5808824;36,27794118;25,16176471;6,002941176;8,3;170,7897059;18,98823529;7,855882353;6,655882353;8,3
229854;115267;24760;12934;17039;6432;4174;4846;18140;6435;681;337,5242291;36,35829662;25,020558;6,129221733;9,449339207;169,2613803;18,99265786;9,444933921;7,116005874;9,449339207
228051;114366;24751;12956;17570;6804;4555;4736;15729;6264;682;334,3856305;36,29178886;25,76246334;6,67888563;9,184750733;167,6920821;18,99706745;9,976539589;6,944281525;9,184750733
230760;115721;24840;12978;18888;6614;5187;5108;16254;6597;683;337,8623719;36,36896047;27,65446559;7,59443631;9,65885798;169,4304539;19,00146413;9,68374817;7,478770132;9,65885798
232823;116753;24899;13000;16648;6238;4627;4900;15523;6057;684;340,3845029;36,40204678;24,33918129;6,764619883;8,855263158;170,6915205;19,00584795;9,119883041;7,16374269;8,855263158
233444;117064;24940;13022;17591;7072;4720;4684;16642;6657;685;340,7941606;36,40875912;25,68029197;6,890510949;9,718248175;170,8963504;19,01021898;10,32408759;6,837956204;9,718248175
233211;116948;24899;13044;17620;6850;4442;5064;18223;7981;686;339,9577259;36,29591837;25,6851312;6,475218659;11,63411079;170,4781341;19,01457726;9,985422741;7,381924198;11,63411079
238734;119710;25000;13066;18544;6592;4527;4968;17644;7553;687;347,5021834;36,39010189;26,99272198;6,589519651;10,99417758;174,2503639;19,01892285;9,595342067;7,231441048;10,99417758
228509;114598;25009;13088;16972;6010;5203;5876;15669;6052;688;332,1351744;36,3502907;24,66860465;7,5625;8,796511628;166,5668605;19,02325581;8,735465116;8,540697674;8,796511628
241172;120930;25094;13110;19352;8274;4936;5498;16299;4909;689;350,0319303;36,42089985;28,08708273;7,164005806;7,124818578;175,5152395;19,0275762;12,00870827;7,979680697;7,124818578
238179;119434;25113;13132;19426;7960;4810;4684;16136;5633;690;345,1869565;36,39565217;28,15362319;6,971014493;8,163768116;173,0927536;19,03188406;11,53623188;6,788405797;8,163768116
236064;118377;25162;13154;19819;6994;5236;5056;16298;6476;691;341,6266281;36,41389291;28,68162084;7,577424023;9,371924747;171,3125904;19,03617945;10,12156295;7,316931983;9,371924747
243575;122133;25205;13176;19512;7162;4465;4970;15477;5789;692;351,9869942;36,4234104;28,19653179;6,452312139;8,365606936;176,4927746;19,04046243;10,34971098;7,182080925;8,365606936
246480;123586;25300;13198;17866;6698;5480;5766;16019;6159;693;355,6709957;36,50793651;25,78066378;7,907647908;8,887445887;178,3347763;19,04473304;9,665223665;8,32034632;8,887445887
250583;125638;25309;13220;21898;7898;4572;5268;18454;6945;694;361,0706052;36,46829971;31,55331412;6,587896254;10,00720461;181,0345821;19,04899135;11,38040346;7,590778098;10,00720461
236304;118499;25406;13242;18274;6192;4699;5442;17336;7065;695;340,0057554;36,55539568;26,29352518;6,761151079;10,16546763;170,5021583;19,05323741;8,909352518;7,830215827;10,16546763
247013;123854;25351;13264;18604;7086;4512;4802;15822;6093;696;354,9037356;36,42385057;26,72988506;6,482758621;8,754310345;177,9511494;19,05747126;10,18103448;6,899425287;8,754310345
239432;120064;25428;13286;20456;6304;4920;5092;16848;7106;697;343,517934;36,482066;29,34863702;7,058823529;10,19512195;172,2582496;19,06169297;9,044476327;7,305595409;10,19512195
246175;123436;25487;13308;17822;5936;4982;5568;16148;5520;698;352,6862464;36,51432665;25,53295129;7,137535817;7,908309456;176,8424069;19,06590258;8,504297994;7,977077364;7,908309456
244614;122656;25486;13330;19154;7138;4203;4616;17291;6886;699;349,9484979;36,46065808;27,40200286;6,012875536;9,851216023;175,4735336;19,07010014;10,21173104;6,603719599;9,851216023
247511;124105;25531;13352;17076;6260;4298;5084;17443;6393;700;353,5871429;36,47285714;24,39428571;6,14;9,132857143;177,2928571;19,07428571;8,942857143;7,262857143;9,132857143
248960;124830;25598;13374;17668;6856;4186;4542;17168;7216;701;355,149786;36,51640514;25,20399429;5,97146933;10,29386591;178,0741797;19,07845934;9,780313837;6,479315264;10,29386591
250615;125658;25643;13396;19520;7410;4521;5062;16799;6294;702;357,0014245;36,52849003;27,80626781;6,44017094;8,965811966;179;19,08262108;10,55555556;7,210826211;8,965811966
237172;118937;25696;13418;17605;6480;5938;6416;17192;6474;703;337,371266;36,55192034;25,04267425;8,446657183;9,209103841;169,1849218;19,08677098;9,217638691;9,126600284;9,209103841
233707;117205;25733;13440;18287;6732;5021;4938;18545;6887;704;331,9701705;36,55255682;25,97585227;7,132102273;9,782670455;166,484375;19,09090909;9,5625;7,014204545;9,782670455
238842;119773;25732;13462;20714;8576;4875;5398;17075;6654;705;338,7829787;36,49929078;29,38156028;6,914893617;9,438297872;169,8907801;19,09503546;12,16453901;7,656737589;9,438297872
247255;123980;25807;13484;19113;6268;4347;5068;18067;7089;706;350,2195467;36,55382436;27,07223796;6,157223796;10,04107649;175,6090652;19,09915014;8,878186969;7,178470255;10,04107649
249608;125157;25802;13506;20012;6540;5307;6092;19122;8317;707;353,0523338;36,4950495;28,30551627;7,506364922;11,76379066;177,0254597;19,10325318;9,250353607;8,61669024;11,76379066
237445;119076;25867;13528;21135;7580;5435;5462;15827;5814;708;335,3742938;36,53531073;29,85169492;7,676553672;8,211864407;168,1864407;19,10734463;10,70621469;7,714689266;8,211864407
254540;127624;25934;13550;18520;6562;4976;5080;16499;6377;709;359,0126939;36,57827927;26,1212976;7,018335684;8,994358251;180,0056417;19,11142454;9,25528914;7,165021157;8,994358251
245215;122962;25925;13572;18515;6206;3931;4714;15512;5569;710;345,3732394;36,51408451;26,07746479;5,536619718;7,843661972;173,1859155;19,11549296;8,74084507;6,63943662;7,843661972
252496;126603;25978;13594;19639;6876;4820;5750;18460;7223;711;355,1279887;36,53727145;27,62165963;6,779184248;10,15893108;178,0632911;19,11954993;9,670886076;8,087201125;10,15893108
257215;128963;26093;13616;16761;5766;5347;4806;16904;5605;712;361,2570225;36,64747191;23,54073034;7,509831461;7,872191011;181,127809;19,12359551;8,098314607;6,75;7,872191011
261996;131354;26132;13638;18300;6028;4410;4900;17689;7207;713;367,4558205;36,65077139;25,66619916;6,18513324;10,10799439;184,227209;19,12762973;8,454417952;6,872370266;10,10799439
250943;125828;26151;13660;18772;6818;4075;4596;18070;6597;714;351,4607843;36,62605042;26,29131653;5,707282913;9,239495798;176,2296919;19,13165266;9,549019608;6,43697479;9,239495798
249016;124865;26174;13682;18011;6124;4657;4960;17202;6892;715;348,2741259;36,60699301;25,19020979;6,513286713;9,639160839;174,6363636;19,13566434;8,565034965;6,937062937;9,639160839
258277;129496;26207;13704;18819;6776;4199;4914;18344;7663;716;360,722067;36,60195531;26,28351955;5,86452514;10,70251397;180,8603352;19,1396648;9,463687151;6,863128492;10,70251397
262566;131641;26252;13726;18106;6964;5325;5622;18806;7772;717;366,2008368;36,61366806;25,25244073;7,426778243;10,83960948;183,5997211;19,14365411;9,712691771;7,841004184;10,83960948
257479;129098;26267;13748;19542;6170;4600;5436;19840;7958;718;358,6058496;36,58356546;27,21727019;6,406685237;11,08356546;179,8022284;19,14763231;8,593314763;7,571030641;11,08356546
261516;131117;26364;13770;18783;6844;4660;5058;17483;5889;719;363,7218359;36,66759388;26,12378303;6,481223922;8,19054242;182,3602225;19,15159944;9,518776078;7,034770515;8,19054242
260047;130383;26443;13792;19298;6108;5632;5838;15862;6329;720;361,1763889;36,72638889;26,80277778;7,822222222;8,790277778;181,0875;19,15555556;8,483333333;8,108333333;8,790277778
253834;127277;26468;13814;18258;6566;4257;4860;16117;6673;721;352,0582524;36,71012483;25,32316227;5,904299584;9,25520111;176,5284327;19,15950069;9,106796117;6,740638003;9,25520111
250275;125498;26503;13836;20259;6278;5133;4906;18065;6470;722;346,6412742;36,70775623;28,05955679;7,109418283;8,961218837;173,8199446;19,1634349;8,695290859;6,79501385;8,961218837
261838;131280;26540;13858;18037;6542;4690;5102;19196;6985;723;362,1549101;36,70816044;24,94744122;6,486860304;9,661134163;181,5767635;19,16735823;9,048409405;7,05670816;9,661134163
267075;133899;26515;13880;18424;6188;6366;5924;19391;7597;724;368,8881215;36,62292818;25,44751381;8,79281768;10,49309392;184,9433702;19,17127072;8,546961326;8,182320442;10,49309392
248204;124464;26642;13902;20410;7894;5184;5018;16922;6390;725;342,3503448;36,74758621;28,15172414;7,150344828;8,813793103;171,6744828;19,17517241;10,88827586;6,92137931;8,813793103
272891;136808;26675;13924;18592;6772;4376;4906;20279;8303;726;375,8829201;36,74242424;25,60881543;6,027548209;11,43663912;188,4407713;19,17906336;9,327823691;6,757575758;11,43663912
271884;136305;26700;13946;18506;6846;5006;5490;18431;7331;727;373,9807428;36,72627235;25,45529574;6,885832187;10,08390646;187,4896836;19,1829436;9,416781293;7,551581843;10,08390646
261665;131196;26771;13968;19028;6820;4776;5278;17518;5871;728;359,4299451;36,77335165;26,13736264;6,56043956;8,06456044;180,2142857;19,18681319;9,368131868;7,25;8,06456044
269712;135220;26770;13990;18574;6664;5365;5750;17267;5792;729;369,9753086;36,72153635;25,478738;7,359396433;7,945130316;185,4869684;19,19067215;9,141289438;7,887517147;7,945130316
261435;131082;26815;14012;19193;7572;5039;5832;17593;6480;730;358,130137;36,73287671;26,29178082;6,902739726;8,876712329;179,5643836;19,19452055;10,37260274;7,989041096;8,876712329
264162;132446;26912;14034;20821;5762;5800;5604;17419;6076;731;361,370725;36,81532148;28,48290014;7,934336525;8,311901505;181,1846785;19,19835841;7,882352941;7,66621067;8,311901505
270533;135632;26943;14056;20564;7236;4276;4980;18598;6256;732;369,5806011;36,80737705;28,09289617;5,841530055;8,546448087;185,2896175;19,20218579;9,885245902;6,803278689;8,546448087
274720;137726;26990;14078;18048;6846;4592;5242;17961;7427;733;374,7885402;36,8212824;24,62210095;6,264665757;10,13233288;187,893588;19,20600273;9,339699864;7,151432469;10,13233288
272537;136635;26995;14100;19215;6254;5595;5536;19146;7676;734;371,3038147;36,77792916;26,17847411;7,622615804;10,45776567;186,1512262;19,20980926;8,520435967;7,542234332;10,45776567
258390;129562;26984;14122;21228;7622;4251;4906;18729;7693;735;351,5510204;36,71292517;28,88163265;5,783673469;10,46666667;176,2748299;19,21360544;10,37006803;6,674829932;10,46666667
266411;133573;27057;14144;23037;10626;4657;5234;17780;6152;736;361,9714674;36,76222826;31,30027174;6,327445652;8,358695652;181,4850543;19,2173913;14,4375;7,111413043;8,358695652
286738;143737;27118;14166;17442;6344;4425;5202;16720;6116;737;389,0610583;36,79511533;23,66621438;6,004070556;8,298507463;195,0298507;19,22116689;8,607869742;7,05834464;8,298507463
270813;135775;27157;14188;19521;7674;4466;4792;18119;7216;738;366,9552846;36,79810298;26,45121951;6,051490515;9,777777778;183,9769648;19,22493225;10,39837398;6,493224932;9,777777778
282624;141681;27208;14210;18161;6142;4349;5184;18511;7105;739;382,4411367;36,8173207;24,57510149;5,884979702;9,614343708;191,7198917;19,22868742;8,311231394;7,01488498;9,614343708
292115;146427;27237;14232;18598;6294;4834;5532;18076;7506;740;394,75;36,80675676;25,13243243;6,532432432;10,14324324;197,8743243;19,23243243;8,505405405;7,475675676;10,14324324
279668;140204;27246;14254;18557;6010;4750;5610;17152;6939;741;377,4197031;36,76923077;25,04318489;6,41025641;9,36437247;189,2091768;19,23616734;8,110661269;7,570850202;9,36437247
272149;136445;27297;14276;19268;6524;4553;4918;17517;6589;742;366,777628;36,7884097;25,96765499;6,136118598;8,880053908;183,8881402;19,23989218;8,79245283;6,628032345;8,880053908
273728;137235;27374;14298;19960;7834;4713;4830;18792;7245;743;368,4091521;36,84253028;26,8640646;6,34320323;9,751009421;184,7039031;19,243607;10,54374159;6,500672948;9,751009421
281233;140988;27371;14320;20818;7592;4833;5210;20197;6621;744;378,0013441;36,78897849;27,9811828;6,495967742;8,899193548;189,5;19,24731183;10,20430108;7,002688172;8,899193548
278364;139554;27436;14342;19903;7562;4900;5820;16872;6172;745;373,642953;36,82684564;26,71543624;6,577181208;8,284563758;187,3208054;19,25100671;10,15033557;7,812080537;8,284563758
290215;145480;27521;14364;20934;8068;4606;5238;19550;6880;746;389,0281501;36,89142091;28,0616622;6,174262735;9,222520107;195,0134048;19,25469169;10,8150134;7,021447721;9,222520107
279918;140332;27570;14386;19488;6824;6202;6398;18832;8123;747;374,7228916;36,90763052;26,08835341;8,302543507;10,87416332;187,8607764;19,2583668;9,135207497;8,564926372;10,87416332
278709;139728;27565;14408;19573;7240;4987;5038;22234;8238;748;372,605615;36,85160428;26,1671123;6,667112299;11,01336898;186,802139;19,26203209;9,679144385;6,735294118;11,01336898
276972;138860;27606;14430;19972;7150;4509;5278;16864;6179;749;369,7890521;36,85714286;26,66488652;6,020026702;8,249666222;185,3938585;19,26568758;9,546061415;7,046728972;8,249666222
295217;147983;27677;14452;21121;8028;4601;5668;19070;8052;750;393,6226667;36,90266667;28,16133333;6,134666667;10,736;197,3106667;19,26933333;10,704;7,557333333;10,736
279708;140229;27716;14474;22700;7678;5063;5202;20402;6889;751;372,4474035;36,90545939;30,22636485;6,741677763;9,17310253;186,723036;19,27296937;10,22370173;6,926764314;9,17310253
277451;139101;27735;14496;21261;6810;5685;4962;19247;8409;752;368,9507979;36,88164894;28,27260638;7,559840426;11,18218085;184,974734;19,27659574;9,055851064;6,598404255;11,18218085
292916;146834;27746;14518;20933;7178;6641;6720;17023;6113;753;388,998672;36,84727756;27,79946879;8,81938911;8,118193891;194,998672;19,28021248;9,532536521;8,924302789;8,118193891
274673;137713;27863;14540;18439;6086;5640;5820;20141;7751;754;364,2877984;36,9535809;24,45490716;7,480106101;10,27984085;182,6432361;19,28381963;8,071618037;7,718832891;10,27984085
273584;137169;27882;14562;19384;6894;6192;6866;18112;7530;755;362,3629139;36,92980132;25,67417219;8,201324503;9,973509934;181,6807947;19,28741722;9,131125828;9,094039735;9,973509934
288987;144871;27881;14584;19226;7266;4938;5866;23212;8804;756;382,2579365;36,87962963;25,43121693;6,531746032;11,64550265;191,6283069;19,29100529;9,611111111;7,759259259;11,64550265
279926;140341;28010;14606;21305;8502;5904;5530;19713;8356;757;369,7833554;37,001321;28,14398943;7,799207398;11,03830911;185,3910172;19,29458388;11,23117569;7,305151915;11,03830911
292371;146564;28047;14628;22602;8500;6157;7120;18114;6842;758;385,7137203;37,00131926;29,81794195;8,122691293;9,026385224;193,3562005;19,29815303;11,21372032;9,393139842;9,026385224
