insertion (cmp);insertion (swp);merge (cmp);merge (swp);quick (cmp);quick (swp);dual pivot (cmp);dual pivot (swp);hybrid (cmp);hybrid (swp);n;insertion (cmp/n);merge (cmp/n);quick (cmp/n);dual pivot (cmp/n);hybrid (cmp/n);insertion (swp/n);merge (swp/n);quick (swp/n);dual pivot (swp/n);hybrid (swp/n);wpolczynnik QS;wspolczynnik DP QS
303642;152210;28889;15090;21141;7763;5457;5815;19466;7388;779;389,7843389;37,08472401;27,13863928;7,005134788;9,483953787;195,3915276;19,37098845;9,96534018;7,464698331;9,483953787;1,496744315;1,121160401
304660;152719;28940;15112;21409;7715;5424;5802;19411;7351;780;390,5897436;37,1025641;27,4474359;6,953846154;9,424358974;195,7935897;19,37435897;9,891025641;7,438461538;9,424358974;1,485296453;1,11700454
304658;152719;28984;15134;21104;7662;5510;5906;19470;7358;781;390,0870679;37,11139565;27,02176697;7,055057618;9,421254802;195,5428937;19,37772087;9,81049936;7,562099872;9,421254802;1,472920752;1,135352384
306287;153534;29024;15156;21098;7686;5524;5901;19505;7435;782;391,6713555;37,11508951;26,97953964;7,063938619;9,507672634;196,3350384;19,38107417;9,828644501;7,546035806;9,507672634;1,475361575;1,132722958
307070;153926;29059;15178;21119;7681;5494;5886;19403;7445;783;392,1711367;37,11238825;26,97190294;7,01660281;9,508301405;196,5849298;19,3844189;9,809706258;7,517241379;9,508301405;1,472236365;1,128184252
307171;153977;29111;15200;21227;7732;5543;5934;19387;7504;784;391,7997449;37,13137755;27,0752551;7,070153061;9,571428571;196,3992347;19,3877551;9,862244898;7,568877551;9,571428571;1,479837877;1,135716239
307340;154062;29150;15222;21389;7795;5551;5944;19565;7374;785;391,5159236;37,13375796;27,24713376;7,07133758;9,393630573;196,2573248;19,3910828;9,929936306;7,571974522;9,393630573;1,489710092;1,135963667
308270;154527;29195;15244;21432;7785;5545;5950;19818;7522;786;392,2010178;37,1437659;27,26717557;7,054707379;9,569974555;196,5992366;19,39440204;9,904580153;7,569974555;9,569974555;1,48562237;1,13544677
309059;154922;29233;15266;21393;7685;5444;5921;19699;7492;787;392,7052097;37,14485388;27,18297332;6,917407878;9,519695044;196,8513342;19,39771283;9,764930114;7,523506989;9,519695044;1,464396501;1,128261767
310212;155499;29281;15288;21298;7779;5474;5900;19785;7535;788;393,6700508;37,15862944;27,02791878;6,946700508;9,562182741;197,3337563;19,40101523;9,871827411;7,487309645;9,562182741;1,480145474;1,122619655
311911;156349;29320;15310;21217;7816;5486;5987;20059;7647;789;395,3244613;37,16096324;26,89100127;6,953105196;9,692015209;198,1609632;19,40430925;9,906210393;7,588086185;9,692015209;1,48501835;1,137513416
312786;156787;29366;15332;21096;7639;5601;5982;19858;7578;790;395,9316456;37,1721519;26,70379747;7,089873418;9,592405063;198,464557;19,40759494;9,669620253;7,572151899;9,592405063;1,449276455;1,134909249
312202;156496;29408;15354;21722;7892;5587;5984;19880;7702;791;394,6927939;37,17825537;27,46144121;7,063211125;9,737041719;197,8457649;19,41087231;9,977243995;7,565107459;9,737041719;1,495099431;1,133638494
313051;156921;29446;15376;21274;7722;5494;5904;19950;7564;792;395,2664141;37,17929293;26,86111111;6,936868687;9,550505051;198,1325758;19,41414141;9,75;7,454545455;9,550505051;1,460770143;1,116859224
314188;157490;29498;15398;21734;7906;5566;5988;19977;7551;793;396,2017654;37,19798235;27,407314;7,018915511;9,522068096;198,6002522;19,41740227;9,969735183;7,551071879;9,522068096;1,493409105;1,131107225
315368;158080;29539;15420;21614;7966;5619;6027;19922;7636;794;397,1889169;37,20277078;27,22166247;7,076826196;9,617128463;199,093199;19,42065491;10,03274559;7,590680101;9,617128463;1,502564054;1,136825703
317866;159330;29578;15442;21663;7878;5573;6019;19916;7574;795;399,8314465;37,20503145;27,2490566;7,010062893;9,527044025;200,4150943;19,42389937;9,909433962;7,571069182;9,527044025;1,483816461;1,133674953
315917;158356;29620;15464;21691;7977;5567;5980;20035;7698;796;396,8806533;37,21105528;27,25;6,993718593;9,670854271;198,9396985;19,42713568;10,02135678;7,512562814;9,670854271;1,500293132;1,124702636
318245;159520;29665;15486;21580;7986;5599;5957;20135;7712;797;399,3036386;37,22082811;27,07653701;7,025094103;9,676286073;200,1505646;19,43036386;10,02007528;7,474278545;9,676286073;1,499819374;1,118760833
319089;159943;29704;15508;21680;7951;5620;6071;20113;7593;798;399,8609023;37,22305764;27,1679198;7,042606516;9,515037594;200,4298246;19,43358396;9,963659148;7,607769424;9,515037594;1,491095064;1,138528252
318592;159695;29752;15530;21424;7803;5683;6083;20094;7616;799;398,738423;37,23654568;26,8135169;7,112640801;9,531914894;199,8685857;19,43679599;9,765957447;7,613266583;9,531914894;1,461234479;1,139137426
320697;160748;29789;15552;21908;7991;5542;6001;20053;7563;800;400,87125;37,23625;27,385;6,9275;9,45375;200,935;19,44;9,98875;7,50125;9,45375;1,494290231;1,122166897
322273;161536;29831;15574;21698;7789;5688;6127;20003;7548;801;402,3383271;37,24219725;27,0886392;7,101123596;9,423220974;201,6679151;19,443196;9,724094881;7,649188514;9,423220974;1,454426731;1,144084296
321973;161387;29885;15596;21882;7916;5572;6030;20211;7732;802;401,4625935;37,26309227;27,28428928;6,947630923;9,640897756;201,2306733;19,44638404;9,87032419;7,518703242;9,640897756;1,476022713;1,124357878
322974;161888;29918;15618;21728;7892;5614;6053;20213;7718;803;402,2092154;37,25778331;27,05853051;6,99128269;9,611457036;201,6039851;19,44956413;9,828144458;7,537982565;9,611457036;1,469441272;1,12703092
322623;161713;29962;15640;21560;7790;5625;6011;20270;7848;804;401,2723881;37,26616915;26,8159204;6,996268657;9,76119403;201,1355721;19,45273632;9,689054726;7,476368159;9,76119403;1,448375954;1,117610765
323957;162380;29998;15662;21908;7983;5689;6113;20243;7733;805;402,4310559;37,26459627;27,21490683;7,067080745;9,60621118;201,7142857;19,45590062;9,916770186;7,59378882;9,60621118;1,482140779;1,134952597
325741;163273;30053;15684;21906;8011;5794;6134;20152;7741;806;404,1451613;37,2866005;27,17866005;7,188585608;9,604218362;202,5719603;19,45905707;9,939205955;7,610421836;9,604218362;1,485218407;1,137227526
325722;163264;30088;15706;21877;7910;5646;5957;20366;7829;807;403,6208178;37,28376704;27,10904585;6,996282528;9,701363073;202,3097893;19,4622057;9,80173482;7,381660471;9,701363073;1,464404727;1,102839312
326395;163601;30134;15728;22167;8213;5632;6101;20343;7900;808;403,9542079;37,29455446;27,43440594;6,97029703;9,777227723;202,4764851;19,46534653;10,16460396;7,550742574;9,777227723;1,518337402;1,127891938
326777;163792;30182;15750;21936;8001;5675;6080;20380;7801;809;403,9270705;37,30778739;27,11495674;7,014833127;9,64276885;202,4622991;19,4684796;9,889987639;7,515451174;9,64276885;1,477043705;1,122412914
328404;164606;30217;15772;22116;7883;5789;6163;20425;7699;810;405,437037;37,30493827;27,3037037;7,14691358;9,504938272;203,217284;19,47160494;9,732098765;7,608641975;9,504938272;1,453195311;1,136121109
329422;165116;30264;15794;22180;8031;5760;6195;20424;7735;811;406,1923551;37,31689273;27,34895191;7,102342787;9,537607891;203,595561;19,47472256;9,902589396;7,638717633;9,537607891;1,478380578;1,140401903
328659;164735;30306;15816;22027;8073;5797;6163;20559;7852;812;404,7524631;37,3226601;27,12684729;7,139162562;9,669950739;202,8756158;19,47783251;9,942118227;7,589901478;9,669950739;1,484008914;1,132905604
330683;165747;30343;15838;22414;8278;5672;6051;20411;7651;813;406,7441574;37,32226322;27,56949569;6,976629766;9,410824108;203,8708487;19,48093481;10,18204182;7,442804428;9,410824108;1,519541921;1,110745127
332159;166486;30393;15860;22261;8091;5733;6170;20577;7827;814;408,0577396;37,33783784;27,34766585;7,042997543;9,615479115;204,5282555;19,48402948;9,93980344;7,57985258;9,615479115;1,483118804;1,130990362
333717;167265;30429;15882;22280;8160;5799;6222;20438;7802;815;409,4687117;37,33619632;27,33742331;7,115337423;9,573006135;205,2331288;19,48711656;10,01226994;7,634355828;9,573006135;1,493657909;1,138914155
333553;167184;30469;15904;22525;8271;5753;6171;20707;7910;816;408,7659314;37,33946078;27,60416667;7,050245098;9,693627451;204,8823529;19,49019608;10,13602941;7,5625;9,693627451;1,511844119;1,127988158
334086;167451;30521;15926;22149;8106;5721;6119;21029;8070;817;408,9179927;37,35740514;27,11015912;7,00244798;9,877600979;204,9583843;19,49326805;9,921664627;7,489596083;9,877600979;1,479600152;1,116910108
333596;167206;30561;15948;22274;8067;5881;6229;20406;7736;818;407,8190709;37,3606357;27,22982885;7,189486553;9,457212714;204,408313;19,49633252;9,861858191;7,614914425;9,457212714;1,470413093;1,135391491
335460;168139;30603;15970;22348;8137;5808;6222;20533;7832;819;409,5970696;37,36630037;27,28693529;7,091575092;9,562881563;205,2979243;19,4993895;9,935286935;7,597069597;9,562881563;1,481091592;1,132524504
335903;168361;30645;15992;22285;8071;5654;6154;20665;7861;820;409,6378049;37,37195122;27,17682927;6,895121951;9,586585366;205,3182927;19,50243902;9,842682927;7,504878049;9,586585366;1,467019892;1,118577675
336070;168445;30688;16014;22427;8065;5882;6256;20475;7754;821;409,3422655;37,37880633;27,31668697;7,164433618;9,444579781;205,1705238;19,50548112;9,823386114;7,619975639;9,444579781;1,463877846;1,135526324
337607;169214;30732;16036;22087;8022;5849;6185;20650;7881;822;410,7141119;37,38686131;26,86982968;7,115571776;9,587591241;205,8564477;19,50851582;9,759124088;7,5243309;9,587591241;1,454037778;1,121070014
339920;170371;30773;16058;22682;8281;5847;6268;20875;7935;823;413,0255164;37,39125152;27,56014581;7,104495747;9,641555286;207,0121507;19,51154313;10,06196841;7,616038882;9,641555286;1,498887838;1,134528314
340086;170454;30812;16080;22699;8237;5891;6270;20954;8000;824;412,7257282;37,39320388;27,5473301;7,149271845;9,708737864;206,8616505;19,51456311;9,996359223;7,609223301;9,708737864;1,488845;1,133308019
339659;170241;30865;16102;22581;8248;5900;6238;20901;7997;825;411,7078788;37,41212121;27,37090909;7,151515152;9,693333333;206,3527273;19,51757576;9,997575758;7,561212121;9,693333333;1,488757258;1,125953901
340103;170464;30901;16124;22744;8379;5799;6210;20672;7780;826;411,7469734;37,41041162;27,53510896;7,020581114;9,418886199;206,3728814;19,52058111;10,1440678;7,518159806;9,418886199;1,510299212;1,119340985
341393;171109;30945;16146;22682;8426;5894;6276;20958;8004;827;412,808948;37,41837969;27,42684401;7,126964933;9,678355502;206,9032648;19,5235792;10,18863362;7,588875453;9,678355502;1,516661183;1,129665984
342138;171482;30993;16168;22539;8169;5943;6346;20929;8116;828;413,2101449;37,43115942;27,22101449;7,177536232;9,801932367;207,1038647;19,52657005;9,865942029;7,664251208;9,801932367;1,468361767;1,140681084
342940;171884;31031;16190;22744;8240;5854;6288;21311;8182;829;413,6791315;37,4318456;27,43546441;7,061519903;9,869722557;207,3389626;19,52955368;9,939686369;7,58504222;9,869722557;1,479071539;1,128689544
344273;172551;31073;16212;22642;8157;5821;6247;21246;8166;830;414,786747;37,4373494;27,27951807;7,013253012;9,838554217;207,8927711;19,53253012;9,827710843;7,526506024;9,838554217;1,462146765;1,119778208
345357;173093;31118;16234;22663;8233;5864;6313;21111;8134;831;415,5920578;37,44645006;27,27196149;7,056558363;9,78820698;208,2948255;19,5354994;9,907340554;7,596871239;9,78820698;1,473729903;1,130044562
344913;172872;31158;16256;22635;8269;5951;6366;20925;8049;832;414,5588942;37,44951923;27,20552885;7,152644231;9,674278846;207,7788462;19,53846154;9,938701923;7,651442308;9,674278846;1,478130517;1,137958504
347308;174070;31205;16278;22823;8292;5999;6396;20873;7956;833;416,9363745;37,46098439;27,39855942;7,201680672;9,551020408;208,967587;19,54141657;9,954381753;7,678271309;9,551020408;1,48019806;1,141744669
346985;173909;31250;16300;22941;8351;5869;6286;21098;8054;834;416,0491607;37,47002398;27,50719424;7,037170264;9,657074341;208,5239808;19,54436451;10,01318945;7,537170264;9,657074341;1,488677072;1,120563295
349686;175260;31290;16322;22836;8363;5935;6358;21294;8054;835;418,7856287;37,47305389;27,34850299;7,107784431;9,645508982;209,8922156;19,54730539;10,01556886;7,614371257;9,645508982;1,48876559;1,131839247
348703;174769;31333;16344;22797;8250;5901;6403;21200;8100;836;417,1088517;37,47966507;27,26913876;7,05861244;9,688995215;209,0538278;19,55023923;9,868421053;7,659090909;9,688995215;1,466631853;1,138284092
350789;175812;31375;16366;22917;8380;5844;6289;21268;8000;837;419,1027479;37,48506571;27,37992832;6,982078853;9,557945042;210,0501792;19,55316607;10,01194743;7,513739546;9,557945042;1,487698241;1,116483799
351400;176118;31415;16388;22811;8170;5904;6312;21119;8040;838;419,3317422;37,48806683;27,22076372;7,045346062;9,594272076;210,1646778;19,55608592;9,749403341;7,53221957;9,594272076;1,448429227;1,119031246
351632;176235;31454;16410;22803;8251;5947;6308;21607;8270;839;419,1084625;37,48986889;27,17878427;7,088200238;9,856972586;210,0536353;19,55899881;9,834326579;7,518474374;9,856972586;1,460787104;1,116791304
353666;177252;31504;16432;23296;8501;5889;6363;21442;8276;840;421,0309524;37,5047619;27,73333333;7,010714286;9,852380952;211,0142857;19,56190476;10,1202381;7,575;9,852380952;1,502990354;1,124988545
352594;176717;31541;16454;23269;8462;5956;6378;21622;8400;841;419,255648;37,50416171;27,66825208;7,082045184;9,988109394;210,1272295;19,5648038;10,06183115;7,583828775;9,988109394;1,494052151;1,126100758
354525;177683;31590;16476;23068;8442;5929;6344;21335;8173;842;421,0510689;37,51781473;27,39667458;7,041567696;9,706650831;211,0249406;19,56769596;10,02612827;7,534441805;9,706650831;1,488488081;1,118570053
354870;177856;31627;16498;23240;8527;6021;6396;21213;8057;843;420,9608541;37,51720047;27,56820878;7,142348754;9,557532622;210,9798339;19,57058126;10,11506524;7,587188612;9,557532622;1,501427171;1,126202438
356783;178813;31675;16520;23393;8554;5966;6436;21399;8085;844;422,728673;37,52962085;27,71682464;7,068720379;9,579383886;211,8637441;19,57345972;10,13507109;7,625592417;9,579383886;1,504132045;1,131703746
357655;179249;31714;16542;23090;8483;5933;6391;21675;8305;845;423,260355;37,53136095;27,32544379;7,021301775;9,828402367;212,1289941;19,57633136;10,03905325;7,563313609;9,828402367;1,48962039;1,122263811
358725;179785;31762;16564;23307;8561;5974;6472;21396;8238;846;424,0248227;37,54373522;27,54964539;7,061465721;9,737588652;212,5118203;19,57919622;10,11938534;7,650118203;9,737588652;1,501276801;1,13494492
358060;179453;31802;16586;23038;8451;5977;6452;21342;8193;847;422,7390791;37,54663518;27,19952774;7,056670602;9,6729634;211,8689492;19,58205431;9,977567887;7,617473436;9,6729634;1,479977878;1,12990383
360036;180441;31845;16608;23117;8486;6126;6513;21582;8262;848;424,5707547;37,55306604;27,26061321;7,224056604;9,742924528;212,7841981;19,58490566;10,00707547;7,680424528;9,742924528;1,484095005;1,139042042
360207;180527;31889;16630;23488;8598;6028;6425;21725;8287;849;424,2720848;37,5606596;27,66548881;7,100117786;9,760895171;212,6348645;19,58775029;10,12720848;7,567726737;9,760895171;1,501648814;1,122132314
361245;181047;31927;16652;23385;8548;6025;6390;21745;8398;850;424,9941176;37,56117647;27,51176471;7,088235294;9,88;212,9964706;19,59058824;10,05647059;7,517647059;9,88;1,490899661;1,11451203
363327;182088;31971;16674;23356;8519;5961;6409;21729;8200;851;426,9412456;37,56874266;27,4453584;7,004700353;9,635722679;213,9694477;19,59341951;10,01057579;7,531139835;9,635722679;1,483836979;1,116317784
365207;183029;32017;16696;23443;8500;6136;6471;21534;8165;852;428,6467136;37,5786385;27,51525822;7,201877934;9,583333333;214,82277;19,59624413;9,976525822;7,595070423;9,583333333;1,478532477;1,125598078
362747;181799;32062;16718;23374;8415;6033;6387;21897;8338;853;425,2602579;37,5873388;27,4021102;7,072684642;9,774912075;213,1289566;19,59906213;9,865181712;7,487690504;9,774912075;1,461777034;1,109491374
364315;182584;32100;16740;23847;8725;6037;6465;21655;8307;854;426,5983607;37,58782201;27,92388759;7,069086651;9,727166276;213,7985948;19,60187354;10,21662763;7,570257611;9,727166276;1,513589893;1,121531078
365454;183154;32140;16762;23485;8608;6245;6629;21916;8440;855;427,4315789;37,59064327;27,46783626;7,304093567;9,871345029;214,2152047;19,60467836;10,06783626;7,753216374;9,871345029;1,491287948;1,148437245
366970;183912;32184;16784;23658;8783;6114;6514;22010;8492;856;428,703271;37,59813084;27,63785047;7,142523364;9,920560748;214,8504673;19,60747664;10,26051402;7,609813084;9,920560748;1,519565042;1,127000647
367014;183935;32234;16806;23407;8507;6087;6560;21744;8385;857;428,2543757;37,6126021;27,31271879;7,102683781;9,784130688;214,6266044;19,61026838;9,926487748;7,654609102;9,784130688;1,469842156;1,133438879
368237;184547;32273;16828;23591;8679;6155;6609;21950;8411;858;429,1806527;37,61421911;27,495338;7,173659674;9,803030303;215,0897436;19,61305361;10,11538462;7,702797203;9,803030303;1,497554034;1,140377303
367426;184142;32315;16850;23479;8554;6142;6520;21949;8337;859;427,7369034;37,6193248;27,33294529;7,150174622;9,705471478;214,3678696;19,61583236;9,958090803;7,590221187;9,705471478;1,474012939;1,123516993
370213;185536;32353;16872;23784;8617;6264;6664;21861;8221;860;430,4802326;37,61976744;27,65581395;7,28372093;9,559302326;215,7395349;19,61860465;10,01976744;7,748837209;9,559302326;1,482887036;1,146798098
369897;185378;32404;16894;23758;8662;6110;6629;22146;8478;861;429,6132404;37,63530778;27,59349593;7,096399535;9,846689895;215,3054588;19,6213705;10,06039489;7,699186992;9,846689895;1,488643712;1,139254118
372260;186560;32437;16916;23790;8706;6127;6538;21930;8390;862;431,8561485;37,62993039;27,59860789;7,107888631;9,733178654;216,4269142;19,62412993;10,09976798;7,584686775;9,733178654;1,494213131;1,122118706
372286;186574;32493;16938;23743;8775;6220;6675;21970;8301;863;431,3858633;37,65121669;27,51216686;7,207415991;9,618771727;216,1923523;19,62688297;10,16801854;7,734646582;9,618771727;1,504052489;1,144108303
372784;186823;32525;16960;23750;8702;6152;6547;22061;8493;864;431,462963;37,64467593;27,48842593;7,12037037;9,829861111;216,2303241;19,62962963;10,07175926;7,577546296;9,829861111;1,489558658;1,120678066
373424;187144;32573;16982;24015;8862;6182;6643;21995;8416;865;431,7040462;37,6566474;27,76300578;7,146820809;9,729479769;216,3514451;19,63236994;10,24508671;7,679768786;9,729479769;1,514933681;1,135601946
376817;188841;32616;17004;23806;8742;6160;6614;21974;8381;866;435,1235566;37,66281755;27,48960739;7,113163972;9,677829099;218,0612009;19,63510393;10,09468822;7,637413395;9,677829099;1,492439383;1,129145971
376337;188601;32654;17026;23807;8651;6112;6574;22291;8476;867;434,0680507;37,66320646;27,45905421;7,049596309;9,776239908;217,532872;19,6378316;9,978085352;7,582468281;9,776239908;1,474948686;1,120831426
376333;188600;32699;17048;24034;8882;6223;6687;22052;8491;868;433,5633641;37,67165899;27,68894009;7,169354839;9,782258065;217,281106;19,640553;10,23271889;7,703917051;9,782258065;1,512330618;1,138589827
376946;188907;32741;17070;24029;8803;6235;6668;22129;8511;869;433,7698504;37,67663982;27,65132336;7,174913694;9,79401611;217,3843498;19,64326812;10,13003452;7,673187572;9,79401611;1,496899793;1,133855256
379241;190055;32788;17092;24057;8868;6296;6634;22507;8657;870;435,9091954;37,68735632;27,65172414;7,236781609;9,950574713;218,454023;19,64597701;10,19310345;7,625287356;9,950574713;1,505963459;1,126585655
380995;190932;32833;17114;23957;8634;6259;6708;22350;8525;871;437,4225029;37,69575201;27,50516648;7,185993111;9,787600459;219,2101033;19,64867968;9,912743972;7,701492537;9,787600459;1,464293681;1,13765138
381865;191368;32866;17136;24054;8653;6160;6627;22379;8590;872;437,918578;37,69036697;27,58486239;7,064220183;9,850917431;219,4587156;19,65137615;9,923165138;7,599770642;9,850917431;1,465584663;1,122434943
381152;191012;32916;17158;23930;8631;6222;6652;22485;8739;873;436,6002291;37,70446735;27,41122566;7,127147766;10,01030928;218,7995418;19,65406644;9,886597938;7,619702176;10,01030928;1,459936802;1,125188229
381647;191260;32960;17180;24098;8840;6238;6624;22199;8444;874;436,6670481;37,71167048;27,57208238;7,137299771;9,661327231;218,8329519;19,65675057;10,11441648;7,578947368;9,661327231;1,493325919;1,11898087
384032;192453;32996;17202;24009;8681;6330;6732;22581;8604;875;438,8937143;37,70971429;27,43885714;7,234285714;9,833142857;219,9462857;19,65942857;9,921142857;7,693714286;9,833142857;1,464543101;1,135733689
383613;192244;33044;17224;24308;8935;6340;6766;22426;8592;876;437,9143836;37,72146119;27,74885845;7,237442922;9,808219178;219,456621;19,66210046;10,19977169;7,723744292;9,808219178;1,50542001;1,139974459
386702;193789;33087;17246;23969;8810;6236;6606;22375;8505;877;440,9372862;37,72748005;27,33067275;7,110604333;9,697833523;220,968073;19,66476625;10,04561003;7,532497149;9,697833523;1,482417128;1,111560448
386320;193598;33129;17268;24350;8901;6380;6729;22537;8658;878;440;37,73234624;27,73348519;7,266514806;9,861047836;220,498861;19,66742597;10,13781321;7,664009112;9,861047836;1,495771884;1,130777329
386927;193902;33166;17290;23997;8726;6356;6813;22531;8674;879;440,1899886;37,73151308;27,3003413;7,230944255;9,868031854;220,5938567;19,67007964;9,927189989;7,750853242;9,868031854;1,464449771;1,143398612
386359;193619;33210;17312;24470;9013;6313;6712;22463;8621;880;439,0443182;37,73863636;27,80681818;7,173863636;9,796590909;220,0215909;19,67272727;10,24204545;7,627272727;9,796590909;1,510643573;1,124979437
389725;195302;33256;17334;24474;8914;6348;6791;22663;8667;881;442,3666288;37,74801362;27,77979569;7,205448354;9,837684449;221,6821793;19,6753689;10,11804767;7,708286039;9,837684449;1,492104658;1,136738023
390601;195741;33299;17356;24686;9064;6299;6749;22678;8546;882;442,8582766;37,75396825;27,98866213;7,141723356;9,689342404;221,9285714;19,67800454;10,27664399;7,651927438;9,689342404;1,515239307;1,128238094
390919;195900;33339;17378;24378;8843;6416;6828;22899;8848;883;442,7168743;37,75651189;27,60815402;7,266138165;10,02038505;221,8573046;19,6806342;10,01472254;7,732729332;10,02038505;1,476373643;1,139961465
391350;196116;33384;17400;24359;8877;6374;6787;22723;8725;884;442,7036199;37,76470588;27,55542986;7,21040724;9,869909502;221,8506787;19,68325792;10,0418552;7,67760181;9,869909502;1,480126576;1,131645722
391769;196326;33424;17422;24400;8853;6372;6804;22699;8734;885;442,6768362;37,76723164;27,57062147;7,2;9,868926554;221,8372881;19,68587571;10,00338983;7,688135593;9,868926554;1,474211277;1,133009548
392948;196916;33473;17444;24135;8744;6409;6785;22691;8638;886;443,5079007;37,77990971;27,24040632;7,233634312;9,749435666;222,2528217;19,68848758;9,869074492;7,658013544;9,749435666;1,454175055;1,128382633
393450;197168;33515;17466;24819;9032;6372;6798;22867;8723;887;443,5738444;37,78466742;27,98083427;7,183765502;9,83427283;222,2863585;19,69109357;10,18263811;7,664036077;9,83427283;1,500128263;1,129082367
395349;198118;33555;17488;24414;8951;6305;6791;22562;8597;888;445,2128378;37,78716216;27,49324324;7,100225225;9,681306306;223,1058559;19,69369369;10,07995495;7,647522523;9,681306306;1,484754295;1,126462565
395860;198374;33593;17510;24545;8861;6353;6793;23117;8807;889;445,2868391;37,78740157;27,60967379;7,146231721;9,90663667;223,1428571;19,69628796;9,967379078;7,641169854;9,90663667;1,467928769;1,12534027
394702;197795;33636;17532;24499;8962;6430;6877;22734;8656;890;443,4853933;37,79325843;27,52696629;7,224719101;9,725842697;222,241573;19,6988764;10,06966292;7,726966292;9,725842697;1,482746952;1,137787412
397241;199065;33686;17554;24298;8861;6315;6764;22845;8754;891;445,8372615;37,80695847;27,2704826;7,087542088;9,824915825;223,4175084;19,70145903;9,945005612;7,591470258;9,824915825;1,464149193;1,117650958
399833;200362;33727;17576;24557;9051;6504;6963;23231;8706;892;448,2432735;37,81053812;27,53026906;7,291479821;9,760089686;224,6210762;19,70403587;10,14686099;7,806053812;9,760089686;1,493620604;1,149053172
400485;200688;33770;17598;24704;9077;6451;6829;22992;8718;893;448,4714446;37,81634938;27,66405375;7,223964166;9,762597984;224,7346025;19,70660694;10,16461366;7,647256439;9,762597984;1,495987069;1,12549253
399843;200368;33818;17620;24699;8960;6383;6801;23067;8827;894;447,2516779;37,82774049;27,62751678;7,139821029;9,87360179;224,1252796;19,70917226;10,02237136;7,60738255;9,87360179;1,474809489;1,119439658
399242;200068;33856;17642;24815;9003;6380;6912;22851;8765;895;446,0804469;37,82793296;27,72625698;7,12849162;9,793296089;223,5396648;19,71173184;10,05921788;7,722905028;9,793296089;1,479988049;1,136252071
402114;201504;33900;17664;24832;8954;6439;6898;22825;8803;896;448,7879464;37,83482143;27,71428571;7,186383929;9,824776786;224,8928571;19,71428571;9,993303571;7,698660714;9,824776786;1,470048715;1,132498999
404143;202519;33942;17686;24638;8886;6379;6841;23003;8850;897;450,5496098;37,83946488;27,4671126;7,11148272;9,866220736;225,7736901;19,71683389;9,906354515;7,626532887;9,866220736;1,457019139;1,121704696
402909;201903;33984;17708;24649;9010;6445;6885;23050;8825;898;448,6737194;37,844098;27,44877506;7,177060134;9,827394209;224,8363029;19,71937639;10,03340757;7,667037862;9,827394209;1,475464212;1,12747737
404589;202743;34025;17730;25156;9229;6361;6801;23397;8994;899;450,0433815;37,84760845;27,98220245;7,0756396;10,00444939;225,5205784;19,72191324;10,26585095;7,565072303;10,00444939;1,509399167;1,112300762
403310;202104;34074;17752;25074;9196;6535;6931;23182;8867;900;448,1222222;37,86;27,86;7,261111111;9,852222222;224,56;19,72444444;10,21777778;7,701111111;9,852222222;1,502085388;1,132117641
406119;203509;34114;17774;24867;9059;6418;6903;23256;8755;901;450,7425083;37,86237514;27,59933407;7,123196448;9,716981132;225,8701443;19,72697003;10,05438402;7,661487236;9,716981132;1,477824098;1,126108814
407228;204064;34152;17796;25093;9173;6519;6937;22917;8763;902;451,4722838;37,86252772;27,81929047;7,227272727;9,715077605;226,2350333;19,72949002;10,16962306;7,690687361;9,715077605;1,494518614;1,130216464
407697;204299;34195;17818;25126;9267;6528;6994;23373;8930;903;451,4916944;37,86821705;27,82502769;7,22923588;9,889258029;226,2447398;19,73200443;10,26245847;7,745293466;9,889258029;1,50791608;1,138056012
407113;204008;34241;17840;25209;9108;6551;6975;23244;8787;904;450,3462389;37,87721239;27,88606195;7,246681416;9,720132743;225,6725664;19,73451327;10,07522124;7,715707965;9,720132743;1,480163628;1,133524517
409296;205100;34289;17862;25037;9124;6531;7009;23450;8970;905;452,2607735;37,88839779;27,66519337;7,216574586;9,91160221;226,6298343;19,73701657;10,08176796;7,744751381;9,91160221;1,480884885;1,13760655
409933;205419;34325;17884;25167;9133;6617;7084;23587;9057;906;452,4646799;37,88631347;27,7781457;7,303532009;9,996688742;226,7317881;19,73951435;10,08057395;7,818984547;9,996688742;1,480469344;1,14832419
411666;206286;34367;17906;24993;9078;6555;7055;23463;8981;907;453,876516;37,89084895;27,55567806;7,227122381;9,901874311;227,4377067;19,74200662;10,00882029;7,778390298;9,901874311;1,469693235;1,142177327
411696;206301;34419;17928;25246;9141;6463;6921;23388;8934;908;453,4096916;37,90638767;27,80396476;7,11784141;9,839207048;227,2037445;19,74449339;10,06718062;7,622246696;9,839207048;1,4780237;1,119068157
412112;206510;34446;17950;25162;9070;6522;6921;23418;8913;909;453,3685369;37,89438944;27,6809681;7,174917492;9,805280528;227,1837184;19,7469747;9,9779978;7,613861386;9,805280528;1,464693532;1,117656443
413509;207209;34498;17972;25069;9116;6598;7022;23270;8773;910;454,4054945;37,90989011;27,54835165;7,250549451;9,640659341;227,7021978;19,74945055;10,01758242;7,716483516;9,640659341;1,470266951;1,132537794
416416;208663;34543;17994;25440;9297;6666;7073;23656;8976;911;457,0976948;37,91767289;27,92535675;7,317233809;9,852908891;229,0482986;19,75192097;10,20526894;7,763995609;9,852908891;1,497572044;1,139327425
